 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42502004746347E-0003  1.16538596160896E+0000  1.61994018676735E+0000  1.16538596160896E+0000  1.61994018676735E+0000  1.16538596160896E+0000  1.61994018676735E+0000
 1.52502139098942E-0003  1.51729920061917E+0000  2.72847960719042E+0000  1.51729920061917E+0000  2.72847960719042E+0000  1.51729920061917E+0000  2.72847960719042E+0000
 1.62502285093069E-0003  2.27525363170024E+0000  8.13264281898988E-0001  2.27525363170024E+0000  8.13264281898988E-0001  2.27525363170024E+0000  8.13264281898988E-0001
 1.72502419445664E-0003  1.88212427220282E+0000  1.53638277903823E+0000  1.88212427220282E+0000  1.53638277903823E+0000  1.88212427220282E+0000  1.53638277903823E+0000
 1.82502565439790E-0003  2.58324869229966E+0000  9.70699281271516E-0001  2.58324869229966E+0000  9.70699281271516E-0001  2.58324869229966E+0000  9.70699281271516E-0001
 1.97502761147916E-0003  2.63928647961752E+0000  7.34339419402026E-0001  2.63928647961752E+0000  7.34339419402026E-0001  2.63928647961752E+0000  7.34339419402026E-0001
 2.17503053136170E-0003  1.53069187172209E+0000  1.00961320015387E+0000  1.53069187172209E+0000  1.00961320015387E+0000  1.53069187172209E+0000  1.00961320015387E+0000
 2.37503345124424E-0003  4.05612294186146E+0000  1.76488708882305E+0000  4.05612294186146E+0000  1.76488708882305E+0000  4.05612294186146E+0000  1.76488708882305E+0000
 2.57503613829613E-0003  2.43392123824981E+0000  1.16313214914608E+0000  2.43392123824981E+0000  1.16313214914608E+0000  2.43392123824981E+0000  1.16313214914608E+0000
 2.77503905817866E-0003  1.15852786226963E+0000  2.50041899061094E+0000  1.15852786226963E+0000  2.50041899061094E+0000  1.15852786226963E+0000  2.50041899061094E+0000
 2.97504174523056E-0003  1.52459340176232E+0000  2.42149355711490E+0000  1.52459340176232E+0000  2.42149355711490E+0000  1.52459340176232E+0000  2.42149355711490E+0000
 3.17504466511309E-0003  9.79544691595211E-0001  1.43364415148137E+0000  9.79544691595211E-0001  1.43364415148137E+0000  9.79544691595211E-0001  1.43364415148137E+0000
 3.37504735216498E-0003  1.69501013746688E+0000  1.07576523289022E+0000  1.69501013746688E+0000  1.07576523289022E+0000  1.69501013746688E+0000  1.07576523289022E+0000
 3.57505027204752E-0003  1.88847027760639E+0000  1.20585749246691E+0000  1.88847027760639E+0000  1.20585749246691E+0000  1.88847027760639E+0000  1.20585749246691E+0000
 3.77505295909941E-0003  2.08084609046068E+0000  1.84817312930538E+0000  2.08084609046068E+0000  1.84817312930538E+0000  2.08084609046068E+0000  1.84817312930538E+0000
 4.07505733892322E-0003  2.25805962914668E+0000  2.99056776020909E+0000  2.25805962914668E+0000  2.99056776020909E+0000  2.25805962914668E+0000  2.99056776020909E+0000
 4.47506271302700E-0003  2.52538505454691E+0000  3.38557353789853E+0000  2.52538505454691E+0000  3.38557353789853E+0000  2.52538505454691E+0000  3.38557353789853E+0000
 4.87506855279207E-0003  1.42828292685279E+0000  2.34989652977117E+0000  1.42828292685279E+0000  2.34989652977117E+0000  1.42828292685279E+0000  2.34989652977117E+0000
 5.27507392689586E-0003  1.90662096237646E+0000  1.63662684222384E+0000  1.90662096237646E+0000  1.63662684222384E+0000  1.90662096237646E+0000  1.63662684222384E+0000
 5.67507976666093E-0003  1.42936131548167E+0000  1.68727462422672E+0000  1.42936131548167E+0000  1.68727462422672E+0000  1.42936131548167E+0000  1.68727462422672E+0000
