 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42500549554824E-0003  8.36642043739934E+0000  3.68904398184620E-0001  8.36642043739934E+0000  3.68904398184620E-0001  8.36642043739934E+0000  3.68904398184620E-0001
 1.52500590775162E-0003  1.75584452416858E+0000  3.56962809929295E-0001  1.75584452416858E+0000  3.56962809929295E-0001  1.75584452416858E+0000  3.56962809929295E-0001
 1.62500631995499E-0003  2.71496403533300E+0000  3.90944867207168E-0001  2.71496403533300E+0000  3.90944867207168E-0001  2.71496403533300E+0000  3.90944867207168E-0001
 1.72500673215836E-0003  3.14325813597201E+0000  3.83003818489954E-0001  3.14325813597201E+0000  3.83003818489954E-0001  3.14325813597201E+0000  3.83003818489954E-0001
 1.82500714436173E-0003  4.26342441596794E+0000  4.33496323015340E-0001  4.26342441596794E+0000  4.33496323015340E-0001  4.26342441596794E+0000  4.33496323015340E-0001
 1.97500758804381E-0003  1.04675268420824E+0000  7.49875340767462E-0001  1.04675268420824E+0000  7.49875340767462E-0001  1.04675268420824E+0000  7.49875340767462E-0001
 2.17500841245055E-0003  3.76847968723828E+0000  7.35536505319516E-0001  3.76847968723828E+0000  7.35536505319516E-0001  3.76847968723828E+0000  7.35536505319516E-0001
 2.37500923685730E-0003  3.27504761943550E+0000  6.75176033951319E-0001  3.27504761943550E+0000  6.75176033951319E-0001  3.27504761943550E+0000  6.75176033951319E-0001
 2.57501006126404E-0003  2.65122465580093E+0000  1.01037468452462E+0000  2.65122465580093E+0000  1.01037468452462E+0000  2.65122465580093E+0000  1.01037468452462E+0000
 2.77501088567078E-0003  3.14465695000940E+0000  4.28739978887571E-0001  3.14465695000940E+0000  4.28739978887571E-0001  3.14465695000940E+0000  4.28739978887571E-0001
 2.97501147724688E-0003  4.89199399485254E+0000  1.26246374437262E+0000  4.89199399485254E+0000  1.26246374437262E+0000  4.89199399485254E+0000  1.26246374437262E+0000
 3.17501230165362E-0003  4.78799257038866E+0000  8.97558574798261E-0001  4.78799257038866E+0000  8.97558574798261E-0001  4.78799257038866E+0000  8.97558574798261E-0001
 3.37501312606037E-0003  1.46257304283557E+0000  1.08380567974740E+0000  1.46257304283557E+0000  1.08380567974740E+0000  1.46257304283557E+0000  1.08380567974740E+0000
 3.57501395046711E-0003  5.67097038237178E+0000  5.61789678741682E-0001  5.67097038237178E+0000  5.61789678741682E-0001  5.67097038237178E+0000  5.61789678741682E-0001
 3.77501477487385E-0003  1.06688399421638E+0000  4.76164084762620E-0001  1.06688399421638E+0000  4.76164084762620E-0001  1.06688399421638E+0000  4.76164084762620E-0001
 4.07501589506865E-0003  2.58295804327701E+0000  2.88153401827709E+0000  2.58295804327701E+0000  2.88153401827709E+0000  2.58295804327701E+0000  2.88153401827709E+0000
 4.47501754388213E-0003  2.62559272536971E+0000  7.69057795077123E-0001  2.62559272536971E+0000  7.69057795077123E-0001  2.62559272536971E+0000  7.69057795077123E-0001
 4.87501919269562E-0003  2.42318500394701E+0000  7.65880233592936E-0001  2.42318500394701E+0000  7.65880233592936E-0001  2.42318500394701E+0000  7.65880233592936E-0001
 5.27502037584782E-0003  2.68072325854821E+0000  7.71523904607675E-0001  2.68072325854821E+0000  7.71523904607675E-0001  2.68072325854821E+0000  7.71523904607675E-0001
 5.67502202466130E-0003  2.08877005413220E+0000  9.63062495703372E-0001  2.08877005413220E+0000  9.63062495703372E-0001  2.08877005413220E+0000  9.63062495703372E-0001
 6.07502367347479E-0003  5.03933169438662E+0000  5.12368229189889E-0001  5.03933169438662E+0000  5.12368229189889E-0001  5.03933169438662E+0000  5.12368229189889E-0001
 6.47502532228827E-0003  1.86142854676200E+0000  1.76958766419514E+0000  1.86142854676200E+0000  1.76958766419514E+0000  1.86142854676200E+0000  1.76958766419514E+0000
 6.87502697110176E-0003  3.10278127179891E+0000  1.70831586961521E+0000  3.10278127179891E+0000  1.70831586961521E+0000  3.10278127179891E+0000  1.70831586961521E+0000
 7.27502815425396E-0003  1.10802819368886E+0000  1.04842057636181E+0000  1.10802819368886E+0000  1.04842057636181E+0000  1.10802819368886E+0000  1.04842057636181E+0000
 7.67502980306745E-0003  2.44955402106789E+0000  7.47154430020521E-0001  2.44955402106789E+0000  7.47154430020521E-0001  2.44955402106789E+0000  7.47154430020521E-0001
 8.27503204345703E-0003  2.82001795340596E+0000  1.12556784677544E+0000  2.82001795340596E+0000  1.12556784677544E+0000  2.82001795340596E+0000  1.12556784677544E+0000
 9.07503534108400E-0003  9.92821849085521E-0001  2.22719269313714E+0000  9.92821849085521E-0001  2.22719269313714E+0000  9.92821849085521E-0001  2.22719269313714E+0000
 9.87503863871098E-0003  2.64931428244532E+0000  2.74374532161166E+0000  2.64931428244532E+0000  2.74374532161166E+0000  2.64931428244532E+0000  2.74374532161166E+0000
 1.06750419363379E-0002  2.14650493870099E+0000  1.04267301153308E+0000  2.14650493870099E+0000  1.04267301153308E+0000  2.14650493870099E+0000  1.04267301153308E+0000
 1.14750443026423E-0002  2.68261212777255E+0000  7.02628510430212E-0001  2.68261212777255E+0000  7.02628510430212E-0001  2.68261212777255E+0000  7.02628510430212E-0001
 1.22750476002693E-0002  1.54211339884387E+0000  1.54229881466687E+0000  1.54211339884387E+0000  1.54229881466687E+0000  1.54211339884387E+0000  1.54229881466687E+0000
 1.30750508978962E-0002  2.65124777575242E+0000  1.40371866386158E+0000  2.65124777575242E+0000  1.40371866386158E+0000  2.65124777575242E+0000  1.40371866386158E+0000
 1.38750541955232E-0002  2.73073896185915E+0000  7.83318957471135E-0001  2.73073896185915E+0000  7.83318957471135E-0001  2.73073896185915E+0000  7.83318957471135E-0001
 1.46750574931502E-0002  3.32161597418234E+0000  1.77626663085134E+0000  3.32161597418234E+0000  1.77626663085134E+0000  3.32161597418234E+0000  1.77626663085134E+0000
 1.54750598594546E-0002  1.87534387662529E+0000  9.57262316678798E-0001  1.87534387662529E+0000  9.57262316678798E-0001  1.87534387662529E+0000  9.57262316678798E-0001
 1.66750643402338E-0002  2.61050072596037E+0000  1.44625851230373E+0000  2.61050072596037E+0000  1.44625851230373E+0000  2.61050072596037E+0000  1.44625851230373E+0000
 1.82750709354877E-0002  1.92251922667254E+0000  4.85694577276271E+0000  1.92251922667254E+0000  4.85694577276271E+0000  1.92251922667254E+0000  4.85694577276271E+0000
 1.98750775307417E-0002  3.37360277058970E+0000  1.25200007963807E+0000  3.37360277058970E+0000  1.25200007963807E+0000  3.37360277058970E+0000  1.25200007963807E+0000
 2.14750841259956E-0002  2.20261724885756E+0000  3.07088895560344E+0000  2.20261724885756E+0000  3.07088895560344E+0000  2.20261724885756E+0000  3.07088895560344E+0000
 2.30750888586044E-0002  1.40132805983371E+0000  4.23984215587916E+0000  1.40132805983371E+0000  4.23984215587916E+0000  1.40132805983371E+0000  4.23984215587916E+0000
 2.46750954538584E-0002  2.70303342906677E+0000  2.17116692624642E+0000  2.70303342906677E+0000  2.17116692624642E+0000  2.70303342906677E+0000  2.17116692624642E+0000
 2.62751020491123E-0002  2.38958565971033E+0000  3.43297464691373E+0000  2.38958565971033E+0000  3.43297464691373E+0000  2.38958565971033E+0000  3.43297464691373E+0000
 2.78751086443663E-0002  2.37988514068388E+0000  2.14809342634297E+0000  2.37988514068388E+0000  2.14809342634297E+0000  2.37988514068388E+0000  2.14809342634297E+0000
 2.94751152396202E-0002  1.80089931347630E+0000  6.06401860840625E+0000  1.80089931347630E+0000  6.06401860840625E+0000  1.80089931347630E+0000  6.06401860840625E+0000
 3.10751218348742E-0002  2.69818704199800E+0000  1.19750566080983E+0000  2.69818704199800E+0000  1.19750566080983E+0000  2.69818704199800E+0000  1.19750566080983E+0000
 3.34751307964325E-0002  2.33228536800737E+0000  2.11621088516151E+0000  2.33228536800737E+0000  2.11621088516151E+0000  2.33228536800737E+0000  2.11621088516151E+0000
 3.66751439869404E-0002  2.57434922175051E+0000  6.94187570876304E+0000  2.57434922175051E+0000  6.94187570876304E+0000  2.57434922175051E+0000  6.94187570876304E+0000
