 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42499746289104E-0003  2.43750080346300E+0000  1.18185693740857E+0000  2.43750080346300E+0000  1.18185693740857E+0000  2.43750080346300E+0000  1.18185693740857E+0000
 1.52499729301780E-0003  2.15439000289665E+0000  9.52986109198167E-0001  2.15439000289665E+0000  9.52986109198167E-0001  2.15439000289665E+0000  9.52986109198167E-0001
 1.62499712314457E-0003  2.43750089798808E+0000  1.18185689984470E+0000  2.43750089798808E+0000  1.18185689984470E+0000  2.43750089798808E+0000  1.18185689984470E+0000
 1.72499695327133E-0003  2.57884761314161E+0000  6.81110840657940E-0001  2.57884761314161E+0000  6.81110840657940E-0001  2.57884761314161E+0000  6.81110840657940E-0001
 1.82499678339809E-0003  3.09452409848454E+0000  1.18623633091762E+0000  3.09452409848454E+0000  1.18623633091762E+0000  3.09452409848454E+0000  1.18623633091762E+0000
 1.97499664500356E-0003  1.96687197730883E+0000  1.36887489916375E+0000  1.96687197730883E+0000  1.36887489916375E+0000  1.96687197730883E+0000  1.36887489916375E+0000
 2.17499607242644E-0003  3.00786660946814E+0000  1.10943511553916E+0000  3.00786660946814E+0000  1.10943511553916E+0000  3.00786660946814E+0000  1.10943511553916E+0000
 2.37499573267996E-0003  2.05977736905108E+0000  2.32457488565785E+0000  2.05977736905108E+0000  2.32457488565785E+0000  2.05977736905108E+0000  2.32457488565785E+0000
 2.57499539293349E-0003  3.02953661208123E+0000  8.71256147033487E-0001  3.02953661208123E+0000  8.71256147033487E-0001  3.02953661208123E+0000  8.71256147033487E-0001
 2.77499505318701E-0003  3.05006084712052E+0000  8.62432982858022E+0000  3.05006084712052E+0000  8.62432982858022E+0000  3.05006084712052E+0000  8.62432982858022E+0000
 2.97499471344054E-0003  1.98683440022900E+0000  1.28192043751651E+0000  1.98683440022900E+0000  1.28192043751651E+0000  1.98683440022900E+0000  1.28192043751651E+0000
 3.17499437369406E-0003  3.59023936947833E+0000  1.64402418099665E+0000  3.59023936947833E+0000  1.64402418099665E+0000  3.59023936947833E+0000  1.64402418099665E+0000
 3.37499403394759E-0003  1.28740861454020E+0000  2.05908957820499E+0000  1.28740861454020E+0000  2.05908957820499E+0000  1.28740861454020E+0000  2.05908957820499E+0000
 3.57499369420111E-0003  2.45690175185374E+0000  1.05132916872361E+0000  2.45690175185374E+0000  1.05132916872361E+0000  2.45690175185374E+0000  1.05132916872361E+0000
 3.77499335445464E-0003  2.08144772275751E+0000  1.31441964918701E+0000  2.08144772275751E+0000  1.31441964918701E+0000  2.08144772275751E+0000  1.31441964918701E+0000
 4.07499307766557E-0003  2.19380983393065E+0000  1.78165940264648E+0000  2.19380983393065E+0000  1.78165940264648E+0000  2.19380983393065E+0000  1.78165940264648E+0000
 4.47499193251133E-0003  2.04951619678274E+0000  3.68019659209059E+0000  2.04951619678274E+0000  3.68019659209059E+0000  2.04951619678274E+0000  3.68019659209059E+0000
 4.87499125301838E-0003  2.05534310353884E+0000  7.72007701840535E-0001  2.05534310353884E+0000  7.72007701840535E-0001  2.05534310353884E+0000  7.72007701840535E-0001
 5.27499057352543E-0003  1.15707405834606E+0000  1.98258002235650E+0000  1.15707405834606E+0000  1.98258002235650E+0000  1.15707405834606E+0000  1.98258002235650E+0000
 5.67498989403248E-0003  3.10621503670857E+0000  1.38922750107959E+0000  3.10621503670857E+0000  1.38922750107959E+0000  3.10621503670857E+0000  1.38922750107959E+0000
 6.07498921453953E-0003  1.53015423828524E+0000  3.90403405763327E+0000  1.53015423828524E+0000  3.90403405763327E+0000  1.53015423828524E+0000  3.90403405763327E+0000
 6.47498853504658E-0003  1.89438827401895E+0000  3.03353047061295E+0000  1.89438827401895E+0000  3.03353047061295E+0000  1.89438827401895E+0000  3.03353047061295E+0000
 6.87498785555363E-0003  2.33100345295206E+0000  2.13571387871126E+0000  2.33100345295206E+0000  2.13571387871126E+0000  2.33100345295206E+0000  2.13571387871126E+0000
 7.27498717606068E-0003  1.90721230122181E+0000  2.30751753581346E+0000  1.90721230122181E+0000  2.30751753581346E+0000  1.90721230122181E+0000  2.30751753581346E+0000
 7.67498649656773E-0003  1.75747734353210E+0000  2.45855536048971E+0000  1.75747734353210E+0000  2.45855536048971E+0000  1.75747734353210E+0000  2.45855536048971E+0000
 8.27498547732830E-0003  2.12081086957377E+0000  4.47884327030281E+0000  2.12081086957377E+0000  4.47884327030281E+0000  2.12081086957377E+0000  4.47884327030281E+0000
 9.07498411834240E-0003  2.10314286692587E+0000  8.66265452079021E+0000  2.10314286692587E+0000  8.66265452079021E+0000  2.10314286692587E+0000  8.66265452079021E+0000
 9.87498275935650E-0003  1.80057829513999E+0000  2.61524398879597E+0000  1.80057829513999E+0000  2.61524398879597E+0000  1.80057829513999E+0000  2.61524398879597E+0000
 1.06749814003706E-0002  2.70518435190264E+0000  1.23616343555980E+0000  2.70518435190264E+0000  1.23616343555980E+0000  2.70518435190264E+0000  1.23616343555980E+0000
 1.14749800413847E-0002  2.43887479669565E+0000  2.02812895419298E+0000  2.43887479669565E+0000  2.02812895419298E+0000  2.43887479669565E+0000  2.02812895419298E+0000
