 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42503669485449E-0003  1.30628918372810E+0000  9.83374206438029E-0001  1.30628918372810E+0000  9.83374206438029E-0001  1.30628918372810E+0000  9.83374206438029E-0001
 1.52503920253366E-0003  1.82592688140761E+0000  2.37244387460131E+0000  1.82592688140761E+0000  2.37244387460131E+0000  1.82592688140761E+0000  2.37244387460131E+0000
 1.62504182662815E-0003  3.05358459168806E+0000  1.22061672661154E+0000  3.05358459168806E+0000  1.22061672661154E+0000  3.05358459168806E+0000  1.22061672661154E+0000
 1.72504433430731E-0003  3.26834530796673E+0000  5.59452772769248E-0001  3.26834530796673E+0000  5.59452772769248E-0001  3.26834530796673E+0000  5.59452772769248E-0001
 1.82504695840180E-0003  1.51063595306254E+0000  9.45533701268354E-0001  1.51063595306254E+0000  9.45533701268354E-0001  1.51063595306254E+0000  9.45533701268354E-0001
 1.97505089454353E-0003  1.83357335927883E+0000  1.87393665898284E+0000  1.83357335927883E+0000  1.87393665898284E+0000  1.83357335927883E+0000  1.87393665898284E+0000
 2.17505590990186E-0003  1.84124676959906E+0000  9.62246032495939E-0001  1.84124676959906E+0000  9.62246032495939E-0001  1.84124676959906E+0000  9.62246032495939E-0001
 2.37506115809083E-0003  1.92907368459010E+0000  1.57075363338808E+0000  1.92907368459010E+0000  1.57075363338808E+0000  1.92907368459010E+0000  1.57075363338808E+0000
 2.57506617344916E-0003  3.33862500203703E+0000  2.11815589141142E+0000  3.33862500203703E+0000  2.11815589141142E+0000  3.33862500203703E+0000  2.11815589141142E+0000
 2.77507142163813E-0003  2.37761093887378E+0000  1.15252261118086E+0000  2.37761093887378E+0000  1.15252261118086E+0000  2.37761093887378E+0000  1.15252261118086E+0000
 2.97507643699646E-0003  2.56715073603481E+0000  2.52717568976343E+0000  2.56715073603481E+0000  2.52717568976343E+0000  2.56715073603481E+0000  2.52717568976343E+0000
 3.17508168518543E-0003  2.13098140533027E+0000  1.88224879592510E+0000  2.13098140533027E+0000  1.88224879592510E+0000  2.13098140533027E+0000  1.88224879592510E+0000
 3.37508670054376E-0003  1.58953509571119E+0000  2.05826507948447E+0000  1.58953509571119E+0000  2.05826507948447E+0000  1.58953509571119E+0000  2.05826507948447E+0000
 3.57509194873273E-0003  2.03337794868807E+0000  1.08378743521508E+0000  2.03337794868807E+0000  1.08378743521508E+0000  2.03337794868807E+0000  1.08378743521508E+0000
 3.77509696409106E-0003  1.63379707772974E+0000  2.39809658128881E+0000  1.63379707772974E+0000  2.39809658128881E+0000  1.63379707772974E+0000  2.39809658128881E+0000
 4.07510483637452E-0003  1.40570548620143E+0000  5.19645112500705E+0000  1.40570548620143E+0000  5.19645112500705E+0000  1.40570548620143E+0000  5.19645112500705E+0000
