 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42501259688288E-0003  1.14312600329184E+0000  2.23689039836200E-0001  1.14312600329184E+0000  2.23689039836200E-0001  1.14312600329184E+0000  2.23689039836200E-0001
 1.52501347474753E-0003  5.96769945019212E+0000  4.16151043846255E-0001  5.96769945019212E+0000  4.16151043846255E-0001  5.96769945019212E+0000  4.16151043846255E-0001
 1.62501435261220E-0003  1.32428942264872E+0000  4.67749474631518E-0001  1.32428942264872E+0000  4.67749474631518E-0001  1.32428942264872E+0000  4.67749474631518E-0001
 1.72501523047686E-0003  5.69223091113640E+0000  1.63367299154095E-0001  5.69223091113640E+0000  1.63367299154095E-0001  5.69223091113640E+0000  1.63367299154095E-0001
 1.82501610834152E-0003 -1.00000000000000E+0000  2.94742870803412E+0000 -1.00000000000000E+0000  2.94742870803412E+0000 -1.00000000000000E+0000  2.94742870803412E+0000
 1.97501736693084E-0003  4.94070513119448E+0000  2.57275995795544E-0001  4.94070513119448E+0000  2.57275995795544E-0001  4.94070513119448E+0000  2.57275995795544E-0001
 2.17501935549080E-0003  1.36847814964786E+0000  7.15942475730686E-0001  1.36847814964786E+0000  7.15942475730686E-0001  1.36847814964786E+0000  7.15942475730686E-0001
 2.37502111122012E-0003  5.83330982005700E+0000  3.10753139965984E-0001  5.83330982005700E+0000  3.10753139965984E-0001  5.83330982005700E+0000  3.10753139965984E-0001
 2.57502286694944E-0003  2.57481167906740E+0000  4.73546967687080E-0001  2.57481167906740E+0000  4.73546967687080E-0001  2.57481167906740E+0000  4.73546967687080E-0001
 2.77502462267876E-0003  2.39326863834848E+0000  6.01504101200026E-0001  2.39326863834848E+0000  6.01504101200026E-0001  2.39326863834848E+0000  6.01504101200026E-0001
 2.97502637840807E-0003 -1.00000000000000E+0000  2.94742870803412E+0000 -1.00000000000000E+0000  2.94742870803412E+0000 -1.00000000000000E+0000  2.94742870803412E+0000
 3.17502813413739E-0003  2.39326882066768E+0000  6.01504061228258E-0001  2.39326882066768E+0000  6.01504061228258E-0001  2.39326882066768E+0000  6.01504061228258E-0001
 3.37502988986671E-0003  1.32428996973335E+0000  4.67749372861416E-0001  1.32428996973335E+0000  4.67749372861416E-0001  1.32428996973335E+0000  4.67749372861416E-0001
 3.57503164559603E-0003 -1.00000000000000E+0000  2.94742870803412E+0000 -1.00000000000000E+0000  2.94742870803412E+0000 -1.00000000000000E+0000  2.94742870803412E+0000
 3.77503340132535E-0003  1.62145045653872E-0001  8.62491704883259E-0001  1.62145045653872E-0001  8.62491704883259E-0001  1.62145045653872E-0001  8.62491704883259E-0001
 4.07503591850400E-0003  6.97926820019200E-0001  9.34536526562813E-0001  6.97926820019200E-0001  9.34536526562813E-0001  6.97926820019200E-0001  9.34536526562813E-0001
 4.47503942996264E-0003  1.30090388045737E+0000  6.23719367911989E-0001  1.30090388045737E+0000  6.23719367911989E-0001  1.30090388045737E+0000  6.23719367911989E-0001
 4.87504294142127E-0003  1.30090400203181E+0000  6.23719339543156E-0001  1.30090400203181E+0000  6.23719339543156E-0001  1.30090400203181E+0000  6.23719339543156E-0001
 5.27504645287991E-0003  1.85878020051455E+0000  1.98366175165221E+0000  1.85878020051455E+0000  1.98366175165221E+0000  1.85878020051455E+0000  1.98366175165221E+0000
 5.67505042999983E-0003  1.18693611189672E+0000  5.09983708309276E-0001  1.18693611189672E+0000  5.09983708309276E-0001  1.18693611189672E+0000  5.09983708309276E-0001
 6.07505394145846E-0003  2.37117591595537E+0000  6.86327948481162E-0001  2.37117591595537E+0000  6.86327948481162E-0001  2.37117591595537E+0000  6.86327948481162E-0001
 6.47505745291710E-0003  3.73585667753002E+0000  3.88452418730091E-0001  3.73585667753002E+0000  3.88452418730091E-0001  3.73585667753002E+0000  3.88452418730091E-0001
 6.87506096437573E-0003  2.93034466096914E+0000  3.81315488634360E-0001  2.93034466096914E+0000  3.81315488634360E-0001  2.93034466096914E+0000  3.81315488634360E-0001
 7.27506447583437E-0003  2.99754009898895E+0000  1.20486216156689E+0000  2.99754009898895E+0000  1.20486216156689E+0000  2.99754009898895E+0000  1.20486216156689E+0000
 7.67506798729300E-0003  1.36847985109685E+0000  7.15942057295040E-0001  1.36847985109685E+0000  7.15942057295040E-0001  1.36847985109685E+0000  7.15942057295040E-0001
 8.27507302165031E-0003  1.28791968718340E+0000  7.54940291441705E-0001  1.28791968718340E+0000  7.54940291441705E-0001  1.28791968718340E+0000  7.54940291441705E-0001
 9.07508004456758E-0003  1.30109522564575E+0000  1.12389986175821E+0000  1.30109522564575E+0000  1.12389986175821E+0000  1.30109522564575E+0000  1.12389986175821E+0000
 9.87508706748486E-0003  7.42116731522721E-0001  9.41571702796563E-0001  7.42116731522721E-0001  9.41571702796563E-0001  7.42116731522721E-0001  9.41571702796563E-0001
 1.06750940904021E-0002  1.29970858660824E+0000  1.74500249202141E+0000  1.29970858660824E+0000  1.74500249202141E+0000  1.29970858660824E+0000  1.74500249202141E+0000
 1.14751011133194E-0002  3.20751859760841E+0000  5.43572565245662E-0001  3.20751859760841E+0000  5.43572565245662E-0001  3.20751859760841E+0000  5.43572565245662E-0001
 1.22751090675592E-0002  2.97425135359912E+0000  1.42430540748140E+0000  2.97425135359912E+0000  1.42430540748140E+0000  2.97425135359912E+0000  1.42430540748140E+0000
 1.30751160904765E-0002  2.97360568791027E+0000  8.73302823663072E-0001  2.97360568791027E+0000  8.73302823663072E-0001  2.97360568791027E+0000  8.73302823663072E-0001
 1.38751231133937E-0002  3.55542046057672E+0000  9.67107119363935E-0001  3.55542046057672E+0000  9.67107119363935E-0001  3.55542046057672E+0000  9.67107119363935E-0001
 1.46751301363110E-0002  3.80066679407328E+0000  4.28554190147800E-0001  3.80066679407328E+0000  4.28554190147800E-0001  3.80066679407328E+0000  4.28554190147800E-0001
 1.54751371592283E-0002  1.55710535504399E+0000  9.13541907726047E-0001  1.55710535504399E+0000  9.13541907726047E-0001  1.55710535504399E+0000  9.13541907726047E-0001
 1.66751481592655E-0002  1.26671153842806E+0000  1.36911494335466E+0000  1.26671153842806E+0000  1.36911494335466E+0000  1.26671153842806E+0000  1.36911494335466E+0000
 1.82751622051001E-0002  2.29417263652216E+0000  9.69266746602590E-0001  2.29417263652216E+0000  9.69266746602590E-0001  2.29417263652216E+0000  9.69266746602590E-0001
 1.98751762509346E-0002  1.45119708406960E+0000  3.17829767004941E+0000  1.45119708406960E+0000  3.17829767004941E+0000  1.45119708406960E+0000  3.17829767004941E+0000
 2.14751902967691E-0002  4.51810608093376E-0001  2.30701844292618E+0000  4.51810608093376E-0001  2.30701844292618E+0000  4.51810608093376E-0001  2.30701844292618E+0000
 2.30752043426037E-0002  1.31725231648560E+0000  2.16187307439855E+0000  1.31725231648560E+0000  2.16187307439855E+0000  1.31725231648560E+0000  2.16187307439855E+0000
 2.46752183884382E-0002  1.30551210429756E+0000  1.40770559436859E+0000  1.30551210429756E+0000  1.40770559436859E+0000  1.30551210429756E+0000  1.40770559436859E+0000
 2.62752324342728E-0002  1.59057363691197E+0000  2.25747200981956E+0000  1.59057363691197E+0000  2.25747200981956E+0000  1.59057363691197E+0000  2.25747200981956E+0000
 2.78752464801073E-0002  1.89735904493314E+0000  1.27490225283280E+0000  1.89735904493314E+0000  1.27490225283280E+0000  1.89735904493314E+0000  1.27490225283280E+0000
 2.94752605259418E-0002  2.14315722636792E+0000  4.43416180361089E+0000  2.14315722636792E+0000  4.43416180361089E+0000  2.14315722636792E+0000  4.43416180361089E+0000
 3.10752745717764E-0002  1.16061590356938E+0000  3.13265068342928E+0000  1.16061590356938E+0000  3.13265068342928E+0000  1.16061590356938E+0000  3.13265068342928E+0000
 3.34752947092056E-0002  1.71306188807995E+0000  2.16170289303832E+0000  1.71306188807995E+0000  2.16170289303832E+0000  1.71306188807995E+0000  2.16170289303832E+0000
 3.66753228008747E-0002  1.42222153792331E+0000  1.24829104695911E+0000  1.42222153792331E+0000  1.24829104695911E+0000  1.42222153792331E+0000  1.24829104695911E+0000
 3.98753546178341E-0002  1.73860918850176E+0000  2.01644037976799E+0000  1.73860918850176E+0000  2.01644037976799E+0000  1.73860918850176E+0000  2.01644037976799E+0000
 4.30753827095032E-0002  2.77685189576790E+0000  1.29603431883223E+0000  2.77685189576790E+0000  1.29603431883223E+0000  2.77685189576790E+0000  1.29603431883223E+0000
 4.62754108011723E-0002  1.45378239092339E+0000  2.79906379355946E+0000  1.45378239092339E+0000  2.79906379355946E+0000  1.45378239092339E+0000  2.79906379355946E+0000
 4.94754388928413E-0002  1.86998244495324E+0000  2.68737839754571E+0000  1.86998244495324E+0000  2.68737839754571E+0000  1.86998244495324E+0000  2.68737839754571E+0000
 5.26754669845104E-0002  2.37195649866496E+0000  5.16738664241606E+0000  2.37195649866496E+0000  5.16738664241606E+0000  2.37195649866496E+0000  5.16738664241606E+0000
 5.58754950761795E-0002  1.61040108456285E+0000  1.79992691290646E+0000  1.61040108456285E+0000  1.79992691290646E+0000  1.61040108456285E+0000  1.79992691290646E+0000
 5.90755231678486E-0002  1.15196823997880E+0000  1.45874597679874E+0000  1.15196823997880E+0000  1.45874597679874E+0000  1.15196823997880E+0000  1.45874597679874E+0000
 6.22755512595177E-0002  2.69271895571877E+0000  1.04101880390831E+0000  2.69271895571877E+0000  1.04101880390831E+0000  2.69271895571877E+0000  1.04101880390831E+0000
 6.70755952596664E-0002  1.53324881422000E+0000  3.51427748342895E+0000  1.53324881422000E+0000  3.51427748342895E+0000  1.53324881422000E+0000  3.51427748342895E+0000
 7.34756514430046E-0002  2.32333745634409E+0000  2.82484851572248E+0000  2.32333745634409E+0000  2.82484851572248E+0000  2.32333745634409E+0000  2.82484851572248E+0000
