 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42501981463283E-0003  2.14317476885741E+0000  3.81207830765691E-0001  2.14317476885741E+0000  3.81207830765691E-0001  2.14317476885741E+0000  3.81207830765691E-0001
 1.52502115815877E-0003  4.08092904198485E+0000  1.73568098433580E-0001  4.08092904198485E+0000  1.73568098433580E-0001  4.08092904198485E+0000  1.73568098433580E-0001
 1.62502261810005E-0003  2.14317485494412E+0000  3.81207822084693E-0001  2.14317485494412E+0000  3.81207822084693E-0001  2.14317485494412E+0000  3.81207822084693E-0001
 1.72502396162599E-0003  5.26052626734872E+0000  2.65254020181940E-0001  5.26052626734872E+0000  2.65254020181940E-0001  5.26052626734872E+0000  2.65254020181940E-0001
 1.82502530515194E-0003  2.13255884903750E+0000  3.60675804727976E-0001  2.13255884903750E+0000  3.60675804727976E-0001  2.13255884903750E+0000  3.60675804727976E-0001
 1.97502737864852E-0003  5.63983795260195E-0001  5.23837360669088E-0001  5.63983795260195E-0001  5.23837360669088E-0001  5.63983795260195E-0001  5.23837360669088E-0001
 2.17503029853106E-0003 -1.00000000000000E+0000  1.47925920690910E+0000 -1.00000000000000E+0000  1.47925920690910E+0000 -1.00000000000000E+0000  1.47925920690910E+0000
 2.37503298558295E-0003  3.70715908063793E+0000  3.62964488308336E-0001  3.70715908063793E+0000  3.62964488308336E-0001  3.70715908063793E+0000  3.62964488308336E-0001
 2.57503567263484E-0003  3.69424744561575E+0000  2.90717097255770E-0001  3.69424744561575E+0000  2.90717097255770E-0001  3.69424744561575E+0000  2.90717097255770E-0001
 2.77503859251738E-0003 -1.00000000000000E+0000  1.47925920690910E+0000 -1.00000000000000E+0000  1.47925920690910E+0000 -1.00000000000000E+0000  1.47925920690910E+0000
 2.97504127956927E-0003 -1.00000000000000E+0000  1.47925920690910E+0000 -1.00000000000000E+0000  1.47925920690910E+0000 -1.00000000000000E+0000  1.47925920690910E+0000
 3.17504419945180E-0003 -1.00000000000000E+0000  1.47925920690910E+0000 -1.00000000000000E+0000  1.47925920690910E+0000 -1.00000000000000E+0000  1.47925920690910E+0000
 3.37504688650370E-0003  3.70414735316563E+0000  3.50118075621033E-0001  3.70414735316563E+0000  3.50118075621033E-0001  3.70414735316563E+0000  3.50118075621033E-0001
 3.57504957355559E-0003  8.41130733778588E+0000  2.73300319250773E-0001  8.41130733778588E+0000  2.73300319250773E-0001  8.41130733778588E+0000  2.73300319250773E-0001
 3.77505249343812E-0003 -3.11223899589936E-0002  3.58976914743459E-0001 -3.11223899589936E-0002  3.58976914743459E-0001 -3.11223899589936E-0002  3.58976914743459E-0001
 4.07505640760064E-0003  3.39899086536884E+0000  5.03962454911690E-0001  3.39899086536884E+0000  5.03962454911690E-0001  3.39899086536884E+0000  5.03962454911690E-0001
 4.47506224736571E-0003  5.26813248319954E+0000  3.67684911755029E-0001  5.26813248319954E+0000  3.67684911755029E-0001  5.26813248319954E+0000  3.67684911755029E-0001
 4.87506762146950E-0003  2.61470348884631E+0000  7.37460395527453E-0001  2.61470348884631E+0000  7.37460395527453E-0001  2.61470348884631E+0000  7.37460395527453E-0001
 5.27507346123457E-0003  5.67786386146958E-0001  7.64767037012641E-0001  5.67786386146958E-0001  7.64767037012641E-0001  5.67786386146958E-0001  7.64767037012641E-0001
 5.67507883533835E-0003  2.13026489918572E+0000  4.75107033192963E-0001  2.13026489918572E+0000  4.75107033192963E-0001  2.13026489918572E+0000  4.75107033192963E-0001
 6.07508420944214E-0003  1.05071943554065E+0000  7.64620308923061E-0001  1.05071943554065E+0000  7.64620308923061E-0001  1.05071943554065E+0000  7.64620308923061E-0001
 6.47509004920721E-0003  2.61240867684079E+0000  3.21770353244150E-0001  2.61240867684079E+0000  3.21770353244150E-0001  2.61240867684079E+0000  3.21770353244150E-0001
 6.87509542331100E-0003  1.05602773901156E+0000  8.00783376867849E-0001  1.05602773901156E+0000  8.00783376867849E-0001  1.05602773901156E+0000  8.00783376867849E-0001
 7.27510079741478E-0003  1.83421848770848E+0000  7.27170206708521E-0001  1.83421848770848E+0000  7.27170206708521E-0001  1.83421848770848E+0000  7.27170206708521E-0001
 7.67510663717985E-0003  1.35472912026365E+0000  6.03645831079006E-0001  1.35472912026365E+0000  6.03645831079006E-0001  1.35472912026365E+0000  6.03645831079006E-0001
 8.27511493116617E-0003  8.08105806038016E-0001  9.51381797712758E-0001  8.08105806038016E-0001  9.51381797712758E-0001  8.08105806038016E-0001  9.51381797712758E-0001
 9.07512567937374E-0003  5.66460235855838E-0001  8.17440656449095E-0001  5.66460235855838E-0001  8.17440656449095E-0001  5.66460235855838E-0001  8.17440656449095E-0001
 9.87513735890388E-0003  5.10552950168694E-0001  5.83487397275205E-0001  5.10552950168694E-0001  5.83487397275205E-0001  5.10552950168694E-0001  5.83487397275205E-0001
 1.06751481071114E-0002  5.11127083872761E-0001  5.76517898406916E-0001  5.11127083872761E-0001  5.76517898406916E-0001  5.11127083872761E-0001  5.76517898406916E-0001
 1.14751597866416E-0002  6.59330023755659E-0001  1.06137512626316E+0000  6.59330023755659E-0001  1.06137512626316E+0000  6.59330023755659E-0001  1.06137512626316E+0000
 1.22751705348491E-0002  1.17656147106474E-0001  5.47900523148385E-0001  1.17656147106474E-0001  5.47900523148385E-0001  1.17656147106474E-0001  5.47900523148385E-0001
 1.30751812830567E-0002  1.05470279411782E+0000  1.02812034700010E+0000  1.05470279411782E+0000  1.02812034700010E+0000  1.05470279411782E+0000  1.02812034700010E+0000
 1.38751929625868E-0002  1.05072201957933E+0000  7.64618968679074E-0001  1.05072201957933E+0000  7.64618968679074E-0001  1.05072201957933E+0000  7.64618968679074E-0001
 1.46752037107944E-0002  3.16208588078809E+0000  9.82710693907262E-0001  3.16208588078809E+0000  9.82710693907262E-0001  3.16208588078809E+0000  9.82710693907262E-0001
 1.54752144590020E-0002  1.83346901118942E+0000  1.21367898806220E+0000  1.83346901118942E+0000  1.21367898806220E+0000  1.83346901118942E+0000  1.21367898806220E+0000
 1.66752319782972E-0002  1.39670164186555E+0000  1.91420284609359E+0000  1.39670164186555E+0000  1.91420284609359E+0000  1.39670164186555E+0000  1.91420284609359E+0000
 1.82752534747124E-0002  2.81553569848506E+0000  1.02748759186605E+0000  2.81553569848506E+0000  1.02748759186605E+0000  2.81553569848506E+0000  1.02748759186605E+0000
 1.98752768337727E-0002  9.30653984804056E-0001  1.81570723023033E+0000  9.30653984804056E-0001  1.81570723023033E+0000  9.30653984804056E-0001  1.81570723023033E+0000
 2.14752983301878E-0002  1.83727362570074E+0000  1.80142005843626E+0000  1.83727362570074E+0000  1.80142005843626E+0000  1.83727362570074E+0000  1.80142005843626E+0000
 2.30753198266029E-0002  1.24821419708418E+0000  1.34017402503740E+0000  1.24821419708418E+0000  1.34017402503740E+0000  1.24821419708418E+0000  1.34017402503740E+0000
 2.46753431856632E-0002  1.14311130661607E+0000  4.00820338047999E-0001  1.14311130661607E+0000  4.00820338047999E-0001  1.14311130661607E+0000  4.00820338047999E-0001
 2.62753646820784E-0002  1.71369051806216E+0000  1.33980378990630E+0000  1.71369051806216E+0000  1.33980378990630E+0000  1.71369051806216E+0000  1.33980378990630E+0000
 2.78753861784935E-0002  1.47394527577341E+0000  9.96705488037413E-0001  1.47394527577341E+0000  9.96705488037413E-0001  1.47394527577341E+0000  9.96705488037413E-0001
 2.94754095375538E-0002  8.10873425514462E-0001  2.22804670926053E+0000  8.10873425514462E-0001  2.22804670926053E+0000  8.10873425514462E-0001  2.22804670926053E+0000
 3.10754310339689E-0002  8.09923391271873E-0001  3.57072366515765E+0000  8.09923391271873E-0001  3.57072366515765E+0000  8.09923391271873E-0001  3.57072366515765E+0000
 3.34754660725594E-0002  1.87466156984257E+0000  2.44425249172589E+0000  1.87466156984257E+0000  2.44425249172589E+0000  1.87466156984257E+0000  2.44425249172589E+0000
 3.66755090653896E-0002  1.67802526186106E+0000  3.56681129249566E+0000  1.67802526186106E+0000  3.56681129249566E+0000  1.67802526186106E+0000  3.56681129249566E+0000
 3.98755520582199E-0002  1.38401580961320E+0000  3.11888679358728E+0000  1.38401580961320E+0000  3.11888679358728E+0000  1.38401580961320E+0000  3.11888679358728E+0000
 4.30755987763405E-0002  2.05410832182269E+0000  8.26405216374204E-0001  2.05410832182269E+0000  8.26405216374204E-0001  2.05410832182269E+0000  8.26405216374204E-0001
 4.62756417691708E-0002  8.55699795332914E-0001  1.49698873241067E+0000  8.55699795332914E-0001  1.49698873241067E+0000  8.55699795332914E-0001  1.49698873241067E+0000
 4.94756884872913E-0002  1.24845677726133E+0000  1.77466126203615E+0000  1.24845677726133E+0000  1.77466126203615E+0000  1.24845677726133E+0000  1.77466126203615E+0000
 5.26757314801216E-0002  1.15023297483878E+0000  1.73057624771368E+0000  1.15023297483878E+0000  1.73057624771368E+0000  1.15023297483878E+0000  1.73057624771368E+0000
 5.58757744729519E-0002  4.19119622539587E-0001  2.42780084060779E+0000  4.19119622539587E-0001  2.42780084060779E+0000  4.19119622539587E-0001  2.42780084060779E+0000
 5.90758211910725E-0002  4.41674780651023E-0001  2.21608435543963E+0000  4.41674780651023E-0001  2.21608435543963E+0000  4.41674780651023E-0001  2.21608435543963E+0000
 6.22758641839027E-0002  1.42865773873367E+0000  8.22566666583359E-0001  1.42865773873367E+0000  8.22566666583359E-0001  1.42865773873367E+0000  8.22566666583359E-0001
 6.70759305357933E-0002  4.74034894468693E-0001  1.92782406778108E+0000  4.74034894468693E-0001  1.92782406778108E+0000  4.74034894468693E-0001  1.92782406778108E+0000
 7.34760165214539E-0002  9.67317751213080E-0001  2.42646309842024E+0000  9.67317751213080E-0001  2.42646309842024E+0000  9.67317751213080E-0001  2.42646309842024E+0000
 7.98761099576950E-0002  1.42783648161615E+0000  2.14673511874765E+0000  1.42783648161615E+0000  2.14673511874765E+0000  1.42783648161615E+0000  2.14673511874765E+0000
