 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42502551898360E-0003  1.58121737967525E+0000  6.94408018640804E-0001  1.58121737967525E+0000  6.94408018640804E-0001  1.58121737967525E+0000  6.94408018640804E-0001
 1.52502732817083E-0003  3.97682202651662E+0000  4.92651686693162E-0001  3.97682202651662E+0000  4.92651686693162E-0001  3.97682202651662E+0000  4.92651686693162E-0001
 1.62502913735807E-0003  5.32650771572311E+0000  3.67893268387480E-0001  5.32650771572311E+0000  3.67893268387480E-0001  5.32650771572311E+0000  3.67893268387480E-0001
 1.72503094654530E-0003  7.98564261468631E+0000  1.69979074768142E-0001  7.98564261468631E+0000  1.69979074768142E-0001  7.98564261468631E+0000  1.69979074768142E-0001
 1.82503275573254E-0003  2.98594615706197E+0000  4.20838650560657E-0001  2.98594615706197E+0000  4.20838650560657E-0001  2.98594615706197E+0000  4.20838650560657E-0001
 1.97503529489040E-0003  1.51727730931007E+0000  9.90052046648954E-0001  1.51727730931007E+0000  9.90052046648954E-0001  1.51727730931007E+0000  9.90052046648954E-0001
 2.17503891326487E-0003  2.01271544101092E+0000  8.83597863441133E-0001  2.01271544101092E+0000  8.83597863441133E-0001  2.01271544101092E+0000  8.83597863441133E-0001
 2.37504253163934E-0003  3.46996480728763E-0001  8.05641797563301E-0001  3.46996480728763E-0001  8.05641797563301E-0001  3.46996480728763E-0001  8.05641797563301E-0001
 2.57504615001380E-0003  2.05047901463011E+0000  7.51387258807639E-0001  2.05047901463011E+0000  7.51387258807639E-0001  2.05047901463011E+0000  7.51387258807639E-0001
 2.77504976838827E-0003  4.07852655674516E+0000  3.84804808650335E-0001  4.07852655674516E+0000  3.84804808650335E-0001  4.07852655674516E+0000  3.84804808650335E-0001
 2.97505338676274E-0003  3.36860962603897E+0000  8.54525355075264E-0001  3.36860962603897E+0000  8.54525355075264E-0001  3.36860962603897E+0000  8.54525355075264E-0001
 3.17505700513721E-0003  2.62982653060932E+0000  8.16822542892570E-0001  2.62982653060932E+0000  8.16822542892570E-0001  2.62982653060932E+0000  8.16822542892570E-0001
 3.37506062351167E-0003  6.38132578926533E+0000  6.07063509614165E-0001  6.38132578926533E+0000  6.07063509614165E-0001  6.38132578926533E+0000  6.07063509614165E-0001
 3.57506400905550E-0003  3.80010788445353E+0000  1.44914653953900E+0000  3.80010788445353E+0000  1.44914653953900E+0000  3.80010788445353E+0000  1.44914653953900E+0000
 3.77506762742996E-0003  3.58697372262332E+0000  4.46398009002729E-0001  3.58697372262332E+0000  4.46398009002729E-0001  3.58697372262332E+0000  4.46398009002729E-0001
 4.07507317140698E-0003  3.10780277134079E+0000  5.73956246051576E-0001  3.10780277134079E+0000  5.73956246051576E-0001  3.10780277134079E+0000  5.73956246051576E-0001
 4.47508040815592E-0003  2.86135392096469E+0000  5.84157916244881E-0001  2.86135392096469E+0000  5.84157916244881E-0001  2.86135392096469E+0000  5.84157916244881E-0001
 4.87508717924356E-0003  3.49667434745280E+0000  7.82508953796560E-0001  3.49667434745280E+0000  7.82508953796560E-0001  3.49667434745280E+0000  7.82508953796560E-0001
 5.27509441599250E-0003  3.40746156384844E+0000  7.32063669080283E-0001  3.40746156384844E+0000  7.32063669080283E-0001  3.40746156384844E+0000  7.32063669080283E-0001
 5.67510165274143E-0003  2.20094447070250E+0000  9.41335733082796E-0001  2.20094447070250E+0000  9.41335733082796E-0001  2.20094447070250E+0000  9.41335733082796E-0001
 6.07510888949037E-0003  2.70442502079029E+0000  7.29390572405072E-0001  2.70442502079029E+0000  7.29390572405072E-0001  2.70442502079029E+0000  7.29390572405072E-0001
 6.47511612623930E-0003  1.87290981649772E+0000  8.63580121844080E-0001  1.87290981649772E+0000  8.63580121844080E-0001  1.87290981649772E+0000  8.63580121844080E-0001
 6.87512336298823E-0003  2.50950050795103E+0000  1.10398300585717E+0000  2.50950050795103E+0000  1.10398300585717E+0000  2.50950050795103E+0000  1.10398300585717E+0000
 7.27513059973717E-0003  2.99989269470686E+0000  2.56828661187589E+0000  2.99989269470686E+0000  2.56828661187589E+0000  2.99989269470686E+0000  2.56828661187589E+0000
 7.67513783648610E-0003  1.62956519784464E+0000  8.27570760105712E-0001  1.62956519784464E+0000  8.27570760105712E-0001  1.62956519784464E+0000  8.27570760105712E-0001
 8.27514845877886E-0003  1.90774012410112E+0000  3.82787628584129E+0000  1.90774012410112E+0000  3.82787628584129E+0000  1.90774012410112E+0000  3.82787628584129E+0000
 9.07516293227673E-0003  1.92439782123458E+0000  9.83359066038000E-0001  1.92439782123458E+0000  9.83359066038000E-0001  1.92439782123458E+0000  9.83359066038000E-0001
 9.87517740577459E-0003  1.75056629657175E+0000  9.45012211696297E-0001  1.75056629657175E+0000  9.45012211696297E-0001  1.75056629657175E+0000  9.45012211696297E-0001
 1.06751909479498E-0002  1.92406228566858E+0000  1.63436322883227E+0000  1.92406228566858E+0000  1.63436322883227E+0000  1.92406228566858E+0000  1.63436322883227E+0000
 1.14752054214477E-0002  2.51352374415120E+0000  3.10615687519245E+0000  2.51352374415120E+0000  3.10615687519245E+0000  2.51352374415120E+0000  3.10615687519245E+0000
 1.22752198949456E-0002  2.59610160934922E+0000  8.10327719050273E-0001  2.59610160934922E+0000  8.10327719050273E-0001  2.59610160934922E+0000  8.10327719050273E-0001
 1.30752343684434E-0002  2.09709406140340E+0000  2.35644804175657E+0000  2.09709406140340E+0000  2.35644804175657E+0000  2.09709406140340E+0000  2.35644804175657E+0000
 1.38752488419413E-0002  2.95126880342402E+0000  1.78789762997287E+0000  2.95126880342402E+0000  1.78789762997287E+0000  2.95126880342402E+0000  1.78789762997287E+0000
 1.46752633154392E-0002  1.57598519554477E+0000  1.92537536273230E+0000  1.57598519554477E+0000  1.92537536273230E+0000  1.57598519554477E+0000  1.92537536273230E+0000
 1.54752777889370E-0002  2.18612512487777E+0000  9.51173552460221E-0001  2.18612512487777E+0000  9.51173552460221E-0001  2.18612512487777E+0000  9.51173552460221E-0001
 1.66752990335226E-0002  3.02564159655043E+0000  1.44473949938003E+0000  3.02564159655043E+0000  1.44473949938003E+0000  3.02564159655043E+0000  1.44473949938003E+0000
 1.82753279805183E-0002  2.36147346711819E+0000  6.33339505470516E+0000  2.36147346711819E+0000  6.33339505470516E+0000  2.36147346711819E+0000  6.33339505470516E+0000
 1.98753569275141E-0002  2.37179474989269E+0000  3.01785618430914E+0000  2.37179474989269E+0000  3.01785618430914E+0000  2.37179474989269E+0000  3.01785618430914E+0000
 2.14753858745098E-0002  2.32795275135779E+0000  1.83637091217942E+0000  2.32795275135779E+0000  1.83637091217942E+0000  2.32795275135779E+0000  1.83637091217942E+0000
 2.30754129588604E-0002  3.40269392649831E+0000  1.33891678731849E+0000  3.40269392649831E+0000  1.33891678731849E+0000  3.40269392649831E+0000  1.33891678731849E+0000
 2.46754419058561E-0002  2.92869952765512E+0000  3.79279564734446E+0000  2.92869952765512E+0000  3.79279564734446E+0000  2.92869952765512E+0000  3.79279564734446E+0000
 2.62754708528519E-0002  1.69825142011440E+0000  4.06263702066066E+0000  1.69825142011440E+0000  4.06263702066066E+0000  1.69825142011440E+0000  4.06263702066066E+0000
 2.78754997998476E-0002  2.70622052873319E+0000  2.74161107671575E+0000  2.70622052873319E+0000  2.74161107671575E+0000  2.70622052873319E+0000  2.74161107671575E+0000
 2.94755287468433E-0002  3.79903156888383E+0000  1.28115785953456E+0001  3.79903156888383E+0000  1.28115785953456E+0001  3.79903156888383E+0000  1.28115785953456E+0001
 3.10755576938391E-0002  2.39378553702950E+0000  1.31154597986251E+0000  2.39378553702950E+0000  1.31154597986251E+0000  2.39378553702950E+0000  1.31154597986251E+0000
 3.34756001830101E-0002  2.29144183556131E+0000  2.04511222029947E+0000  2.29144183556131E+0000  2.04511222029947E+0000  2.29144183556131E+0000  2.04511222029947E+0000
 3.66756580770016E-0002  2.73676436769455E+0000  2.41828355331251E+0000  2.73676436769455E+0000  2.41828355331251E+0000  2.73676436769455E+0000  2.41828355331251E+0000
 3.98757159709930E-0002  2.15673073782214E+0000  3.26293258130031E+0000  2.15673073782214E+0000  3.26293258130031E+0000  2.15673073782214E+0000  3.26293258130031E+0000
 4.30757738649845E-0002  2.23950369330343E+0000  3.92933323370744E+0000  2.23950369330343E+0000  3.92933323370744E+0000  2.23950369330343E+0000  3.92933323370744E+0000
 4.62758280336857E-0002  2.14693679610142E+0000  4.30173216928638E+0000  2.14693679610142E+0000  4.30173216928638E+0000  2.14693679610142E+0000  4.30173216928638E+0000
 4.94758859276772E-0002  2.33796831757626E+0000  1.94397461362131E+0000  2.33796831757626E+0000  1.94397461362131E+0000  2.33796831757626E+0000  1.94397461362131E+0000
 5.26759438216686E-0002  2.71336562739310E+0000  3.04956547193627E+0000  2.71336562739310E+0000  3.04956547193627E+0000  2.71336562739310E+0000  3.04956547193627E+0000
 5.58760017156601E-0002  2.05822382871739E+0000  1.95009046734052E+0000  2.05822382871739E+0000  1.95009046734052E+0000  2.05822382871739E+0000  1.95009046734052E+0000
 5.90760596096516E-0002  2.75111063614301E+0000  1.64627404456316E+0000  2.75111063614301E+0000  1.64627404456316E+0000  2.75111063614301E+0000  1.64627404456316E+0000
 6.22761175036430E-0002  2.96808852871977E+0000  6.29914068769926E+0000  2.96808852871977E+0000  6.29914068769926E+0000  2.96808852871977E+0000  6.29914068769926E+0000
 6.70762062072754E-0002  2.68766859594585E+0000  2.22608723570817E+0000  2.68766859594585E+0000  2.22608723570817E+0000  2.68766859594585E+0000  2.22608723570817E+0000
 7.34763145446777E-0002  2.15691201374986E+0000  3.50947644587021E+0000  2.15691201374986E+0000  3.50947644587021E+0000  2.15691201374986E+0000  3.50947644587021E+0000
 7.98764303326607E-0002  2.08655892189222E+0000  2.80598101193615E+0000  2.08655892189222E+0000  2.80598101193615E+0000  2.08655892189222E+0000  2.80598101193615E+0000
 8.62765461206436E-0002  2.20610657751110E+0000  3.11792605506637E+0000  2.20610657751110E+0000  3.11792605506637E+0000  2.20610657751110E+0000  3.11792605506637E+0000
 9.26766619086266E-0002  2.61851805483736E+0000  3.79276136179645E+0000  2.61851805483736E+0000  3.79276136179645E+0000  2.61851805483736E+0000  3.79276136179645E+0000
 9.90767776966095E-0002  2.06986212603276E+0000  3.94679445844380E+0000  2.06986212603276E+0000  3.94679445844380E+0000  2.06986212603276E+0000  3.94679445844380E+0000
 1.05476893484592E-0001  1.96085006398923E+0000  2.79401358622810E+0000  1.96085006398923E+0000  2.79401358622810E+0000  1.96085006398923E+0000  2.79401358622810E+0000
 1.11877009272575E-0001  2.35798819651203E+0000  6.14385304344705E+0000  2.35798819651203E+0000  6.14385304344705E+0000  2.35798819651203E+0000  6.14385304344705E+0000
 1.18277117609977E-0001  1.93679212609468E+0000  2.15432116188779E+0000  1.93679212609468E+0000  2.15432116188779E+0000  1.93679212609468E+0000  2.15432116188779E+0000
 1.24677233397960E-0001  2.05867171201209E+0000  2.52278410098665E+0000  2.05867171201209E+0000  2.52278410098665E+0000  2.05867171201209E+0000  2.52278410098665E+0000
 1.34277403354645E-0001  2.25780130596623E+0000  4.79179341256730E+0000  2.25780130596623E+0000  4.79179341256730E+0000  2.25780130596623E+0000  4.79179341256730E+0000
 1.47077634930611E-0001  1.78735639091723E+0000  4.06901865566287E+0000  1.78735639091723E+0000  4.06901865566287E+0000  1.78735639091723E+0000  4.06901865566287E+0000
 1.59877866506577E-0001  2.07408110612929E+0000  3.15654074957243E+0000  2.07408110612929E+0000  3.15654074957243E+0000  2.07408110612929E+0000  3.15654074957243E+0000
 1.72678098082542E-0001  2.27927280036479E+0000  5.08540256144719E+0000  2.27927280036479E+0000  5.08540256144719E+0000  2.27927280036479E+0000  5.08540256144719E+0000
 1.85478329658508E-0001  2.18881080841851E+0000  6.39838111271586E+0000  2.18881080841851E+0000  6.39838111271586E+0000  2.18881080841851E+0000  6.39838111271586E+0000
 1.98278561234474E-0001  1.85889125911090E+0000  1.00304287999521E+0001  1.85889125911090E+0000  1.00304287999521E+0001  1.85889125911090E+0000  1.00304287999521E+0001
 2.11078777909279E-0001  1.95799963007864E+0000  8.03046933030783E+0000  1.95799963007864E+0000  8.03046933030783E+0000  1.95799963007864E+0000  8.03046933030783E+0000
 2.23879009485245E-0001  2.20865853974299E+0000  1.28508947404494E+0001  2.20865853974299E+0000  1.28508947404494E+0001  2.20865853974299E+0000  1.28508947404494E+0001
 2.36679241061211E-0001  1.92901189089169E+0000  5.63169022069185E+0000  1.92901189089169E+0000  5.63169022069185E+0000  1.92901189089169E+0000  5.63169022069185E+0000
 2.49479472637177E-0001  2.17256503507879E+0000  6.31221433873371E+0000  2.17256503507879E+0000  6.31221433873371E+0000  2.17256503507879E+0000  6.31221433873371E+0000
 2.68679827451706E-0001  1.86835903258608E+0000  6.07481069222290E+0000  1.86835903258608E+0000  6.07481069222290E+0000  1.86835903258608E+0000  6.07481069222290E+0000
 2.94280290603638E-0001  2.00581035973520E+0000  5.18440482544581E+0000  2.00581035973520E+0000  5.18440482544581E+0000  2.00581035973520E+0000  5.18440482544581E+0000
 3.19880723953247E-0001  1.83040626916909E+0000  6.33831741243660E+0000  1.83040626916909E+0000  6.33831741243660E+0000  1.83040626916909E+0000  6.33831741243660E+0000
 3.45481187105179E-0001  2.09881073616417E+0000  5.86027077901152E+0000  2.09881073616417E+0000  5.86027077901152E+0000  2.09881073616417E+0000  5.86027077901152E+0000
 3.71081650257111E-0001  1.86444233615683E+0000  8.16727245057554E+0000  1.86444233615683E+0000  8.16727245057554E+0000  1.86444233615683E+0000  8.16727245057554E+0000
 3.96682113409042E-0001  1.90379529953895E+0000  7.37909764965364E+0000  1.90379529953895E+0000  7.37909764965364E+0000  1.90379529953895E+0000  7.37909764965364E+0000
 4.22282576560974E-0001  1.88646571639384E+0000  5.09614442058586E+0000  1.88646571639384E+0000  5.09614442058586E+0000  1.88646571639384E+0000  5.09614442058586E+0000
 4.47883039712906E-0001  2.03839492879279E+0000  6.52383928974092E+0000  2.03839492879279E+0000  6.52383928974092E+0000  2.03839492879279E+0000  6.52383928974092E+0000
 4.73483502864838E-0001  1.68657587585982E+0000  1.11480028806224E+0001  1.68657587585982E+0000  1.11480028806224E+0001  1.68657587585982E+0000  1.11480028806224E+0001
