 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42503669485449E-0003  4.54496726075718E+0000  3.21477643216085E-0001  4.54496726075718E+0000  3.21477643216085E-0001  4.54496726075718E+0000  3.21477643216085E-0001
 1.52503920253366E-0003  2.76054769234163E+0000  9.15284506790508E-0001  2.76054769234163E+0000  9.15284506790508E-0001  2.76054769234163E+0000  9.15284506790508E-0001
 1.62504182662815E-0003  2.14597694250572E+0000  7.38600281404269E-0001  2.14597694250572E+0000  7.38600281404269E-0001  2.14597694250572E+0000  7.38600281404269E-0001
 1.72504433430731E-0003  1.99670548695039E+0000  7.77112047431782E-0001  1.99670548695039E+0000  7.77112047431782E-0001  1.99670548695039E+0000  7.77112047431782E-0001
 1.82504695840180E-0003  1.20915966230218E+0000  1.08593566250645E+0000  1.20915966230218E+0000  1.08593566250645E+0000  1.20915966230218E+0000  1.08593566250645E+0000
 1.97505089454353E-0003  1.41606901849428E+0000  1.19169782242648E+0000  1.41606901849428E+0000  1.19169782242648E+0000  1.41606901849428E+0000  1.19169782242648E+0000
 2.17505590990186E-0003  2.05839733775464E+0000  1.09442246147627E+0000  2.05839733775464E+0000  1.09442246147627E+0000  2.05839733775464E+0000  1.09442246147627E+0000
 2.37506115809083E-0003  3.34797179880750E+0000  9.44709989646006E-0001  3.34797179880750E+0000  9.44709989646006E-0001  3.34797179880750E+0000  9.44709989646006E-0001
 2.57506617344916E-0003  1.63592263984071E+0000  3.55332730238048E+0000  1.63592263984071E+0000  3.55332730238048E+0000  1.63592263984071E+0000  3.55332730238048E+0000
 2.77507142163813E-0003  3.18161638720050E+0000  2.96555810024061E+0000  3.18161638720050E+0000  2.96555810024061E+0000  3.18161638720050E+0000  2.96555810024061E+0000
 2.97507643699646E-0003  1.81093464389525E+0000  7.52709587847987E-0001  1.81093464389525E+0000  7.52709587847987E-0001  1.81093464389525E+0000  7.52709587847987E-0001
 3.17508168518543E-0003  1.10012771806475E+0000  1.69689159990498E+0000  1.10012771806475E+0000  1.69689159990498E+0000  1.10012771806475E+0000  1.69689159990498E+0000
 3.37508670054376E-0003  9.86807550672228E-0001  1.10564249554470E+0000  9.86807550672228E-0001  1.10564249554470E+0000  9.86807550672228E-0001  1.10564249554470E+0000
 3.57509194873273E-0003  2.06838052823288E+0000  9.46632755876706E-0001  2.06838052823288E+0000  9.46632755876706E-0001  2.06838052823288E+0000  9.46632755876706E-0001
 3.77509696409106E-0003  2.45895806452918E+0000  2.93161498415985E+0000  2.45895806452918E+0000  2.93161498415985E+0000  2.45895806452918E+0000  2.93161498415985E+0000
 4.07510483637452E-0003  1.65959355463776E+0000  4.03327248097548E+0000  1.65959355463776E+0000  4.03327248097548E+0000  1.65959355463776E+0000  4.03327248097548E+0000
 4.47511486709118E-0003  2.33889469923342E+0000  9.91156802901142E-0001  2.33889469923342E+0000  9.91156802901142E-0001  2.33889469923342E+0000  9.91156802901142E-0001
 4.87512536346912E-0003  3.71889364600219E+0000  2.56928505522206E+0000  3.71889364600219E+0000  2.56928505522206E+0000  3.71889364600219E+0000  2.56928505522206E+0000
 5.27513539418578E-0003  1.53827778687717E+0000  1.56742592171880E+0000  1.53827778687717E+0000  1.56742592171880E+0000  1.53827778687717E+0000  1.56742592171880E+0000
 5.67514589056373E-0003  2.95606982405892E+0000  1.88507062711044E+0000  2.95606982405892E+0000  1.88507062711044E+0000  2.95606982405892E+0000  1.88507062711044E+0000
 6.07515638694167E-0003  1.90097422622439E+0000  3.09546260983354E+0000  1.90097422622439E+0000  3.09546260983354E+0000  1.90097422622439E+0000  3.09546260983354E+0000
 6.47516641765833E-0003  2.43973126716330E+0000  1.30552944247757E+0000  2.43973126716330E+0000  1.30552944247757E+0000  2.43973126716330E+0000  1.30552944247757E+0000
 6.87517691403627E-0003  1.43755678608246E+0000  1.63015212403354E+0000  1.43755678608246E+0000  1.63015212403354E+0000  1.43755678608246E+0000  1.63015212403354E+0000
 7.27518694475293E-0003  2.73617684248958E+0000  2.33745984848902E+0000  2.73617684248958E+0000  2.33745984848902E+0000  2.73617684248958E+0000  2.33745984848902E+0000
 7.67519744113088E-0003  2.38931544945642E+0000  1.55210508349403E+0000  2.38931544945642E+0000  1.55210508349403E+0000  2.38931544945642E+0000  1.55210508349403E+0000
 8.27521272003651E-0003  1.38879291559880E+0000  2.13407501798691E+0000  1.38879291559880E+0000  2.13407501798691E+0000  1.38879291559880E+0000  2.13407501798691E+0000
 9.07523371279240E-0003  1.96943379158040E+0000  1.33659065488319E+0000  1.96943379158040E+0000  1.33659065488319E+0000  1.96943379158040E+0000  1.33659065488319E+0000
 9.87525377422571E-0003  2.51472338756710E+0000  1.80614364032280E+0000  2.51472338756710E+0000  1.80614364032280E+0000  2.51472338756710E+0000  1.80614364032280E+0000
 1.06752747669816E-0002  1.73653305615240E+0000  2.51319196056700E+0000  1.73653305615240E+0000  2.51319196056700E+0000  1.73653305615240E+0000  2.51319196056700E+0000
 1.14752948284149E-0002  2.62954676432964E+0000  2.16958498817406E+0000  2.62954676432964E+0000  2.16958498817406E+0000  2.62954676432964E+0000  2.16958498817406E+0000
 1.22753158211708E-0002  1.35939215888696E+0000  3.78092042151047E+0000  1.35939215888696E+0000  3.78092042151047E+0000  1.35939215888696E+0000  3.78092042151047E+0000
 1.30753358826041E-0002  1.56378481680102E+0000  4.71812394625111E+0000  1.56378481680102E+0000  4.71812394625111E+0000  1.56378481680102E+0000  4.71812394625111E+0000
 1.38753568753600E-0002  1.31597129455005E+0000  1.56819557182353E+0000  1.31597129455005E+0000  1.56819557182353E+0000  1.31597129455005E+0000  1.56819557182353E+0000
