 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42500689253211E-0003  4.00201432490599E+0000  5.94967595261190E-0001  4.00201432490599E+0000  5.94967595261190E-0001  4.00201432490599E+0000  5.94967595261190E-0001
 1.52500730473548E-0003  3.21367662690485E+0000  4.55907176945010E-0001  3.21367662690485E+0000  4.55907176945010E-0001  3.21367662690485E+0000  4.55907176945010E-0001
 1.62500783335418E-0003  4.08432209145642E+0000  1.40592976616847E+0000  4.08432209145642E+0000  1.40592976616847E+0000  4.08432209145642E+0000  1.40592976616847E+0000
 1.72500824555755E-0003  4.19603499386164E+0000  4.44855313370835E-0001  4.19603499386164E+0000  4.44855313370835E-0001  4.19603499386164E+0000  4.44855313370835E-0001
 1.82500877417624E-0003  6.28707136153806E+0000  8.79033119463741E-0001  6.28707136153806E+0000  8.79033119463741E-0001  6.28707136153806E+0000  8.79033119463741E-0001
 1.97500945068896E-0003  4.86776893680009E+0000  1.09777119648029E+0000  4.86776893680009E+0000  1.09777119648029E+0000  4.86776893680009E+0000  1.09777119648029E+0000
 2.17501050792634E-0003  2.94069455188108E+0000  7.41524940809594E-0001  2.94069455188108E+0000  7.41524940809594E-0001  2.94069455188108E+0000  7.41524940809594E-0001
 2.37501133233309E-0003  4.21082561786590E+0000  1.01835491240267E+0000  4.21082561786590E+0000  1.01835491240267E+0000  4.21082561786590E+0000  1.01835491240267E+0000
 2.57501238957047E-0003  2.61673332321440E+0000  1.01244419648232E+0000  2.61673332321440E+0000  1.01244419648232E+0000  2.61673332321440E+0000  1.01244419648232E+0000
 2.77501344680786E-0003  4.21007792696413E+0000  1.75182395119075E+0000  4.21007792696413E+0000  1.75182395119075E+0000  4.21007792696413E+0000  1.75182395119075E+0000
 2.97501427121460E-0003  4.51894047532765E+0000  8.26842451384795E-0001  4.51894047532765E+0000  8.26842451384795E-0001  4.51894047532765E+0000  8.26842451384795E-0001
 3.17501532845199E-0003  3.28498687890628E+0000  7.38099296920559E-0001  3.28498687890628E+0000  7.38099296920559E-0001  3.28498687890628E+0000  7.38099296920559E-0001
 3.37501615285873E-0003  3.73584561080071E+0000  2.04276984930039E+0000  3.73584561080071E+0000  2.04276984930039E+0000  3.73584561080071E+0000  2.04276984930039E+0000
