 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.42502412199974E-0003  1.65304742903736E+0000  4.58642367105208E-0001  1.65304742903736E+0000  4.58642367105208E-0001  1.65304742903736E+0000  4.58642367105208E-0001
 1.52502581477165E-0003  1.65304747508723E+0000  4.58642359458512E-0001  1.65304747508723E+0000  4.58642359458512E-0001  1.65304747508723E+0000  4.58642359458512E-0001
 1.62502750754356E-0003  1.60221488822146E+0000  3.81757280746641E-0001  1.60221488822146E+0000  3.81757280746641E-0001  1.60221488822146E+0000  3.81757280746641E-0001
 1.72502920031548E-0003  4.29939264658799E+0000  2.82748240363816E-0001  4.29939264658799E+0000  2.82748240363816E-0001  4.29939264658799E+0000  2.82748240363816E-0001
 1.82503089308739E-0003  1.60221498040031E+0000  3.81757267288147E-0001  1.60221498040031E+0000  3.81757267288147E-0001  1.60221498040031E+0000  3.81757267288147E-0001
 1.97503343224525E-0003  1.65304770533660E+0000  4.58642321225030E-0001  1.65304770533660E+0000  4.58642321225030E-0001  1.65304770533660E+0000  4.58642321225030E-0001
 2.17503681778908E-0003  3.29316361279655E-0001  6.94618836251905E-0001  3.29316361279655E-0001  6.94618836251905E-0001  3.29316361279655E-0001  6.94618836251905E-0001
 2.37504020333290E-0003  2.94801181168856E+0000  7.11932197242929E-0001  2.94801181168856E+0000  7.11932197242929E-0001  2.94801181168856E+0000  7.11932197242929E-0001
 2.57504358887672E-0003  2.97007702246238E+0000  3.27771284396096E-0001  2.97007702246238E+0000  3.27771284396096E-0001  2.97007702246238E+0000  3.27771284396096E-0001
 2.77504697442055E-0003 -1.00000000000000E+0000  1.02158468623139E+0001 -1.00000000000000E+0000  1.02158468623139E+0001 -1.00000000000000E+0000  1.02158468623139E+0001
 2.97505035996437E-0003  2.95694839513371E+0000  7.30219791117905E-0001  2.95694839513371E+0000  7.30219791117905E-0001  2.95694839513371E+0000  7.30219791117905E-0001
 3.17505374550819E-0003  4.20443125130493E+0000  1.91302456154824E-0001  4.20443125130493E+0000  1.91302456154824E-0001  4.20443125130493E+0000  1.91302456154824E-0001
 3.37505713105202E-0003 -1.00000000000000E+0000  1.02158468623139E+0001 -1.00000000000000E+0000  1.02158468623139E+0001 -1.00000000000000E+0000  1.02158468623139E+0001
 3.57506051659584E-0003  3.29316683628898E-0001  6.94618665822693E-0001  3.29316683628898E-0001  6.94618665822693E-0001  3.29316683628898E-0001  6.94618665822693E-0001
 3.77506390213966E-0003  1.62763221821193E+0000  6.88469340628301E-0001  1.62763221821193E+0000  6.88469340628301E-0001  1.62763221821193E+0000  6.88469340628301E-0001
 4.07506898045540E-0003  2.31463527634358E+0000  7.56110836433367E-0001  2.31463527634358E+0000  7.56110836433367E-0001  2.31463527634358E+0000  7.56110836433367E-0001
 4.47507575154305E-0003 -3.49445932273765E-0001  1.49649573225346E+0000 -3.49445932273765E-0001  1.49649573225346E+0000 -3.49445932273765E-0001  1.49649573225346E+0000
 4.87508252263069E-0003  2.96518985073759E+0000  1.09157519081562E+0000  2.96518985073759E+0000  1.09157519081562E+0000  2.96518985073759E+0000  1.09157519081562E+0000
 5.27508929371834E-0003  2.29368773564689E+0000  7.20143221398029E-0001  2.29368773564689E+0000  7.20143221398029E-0001  2.29368773564689E+0000  7.20143221398029E-0001
 5.67509606480598E-0003  2.29438810276237E+0000  4.78503184574115E-0001  2.29438810276237E+0000  4.78503184574115E-0001  2.29438810276237E+0000  4.78503184574115E-0001
 6.07510283589363E-0003  3.27921050997170E-0001  1.27607124633077E+0000  3.27921050997170E-0001  1.27607124633077E+0000  3.27921050997170E-0001  1.27607124633077E+0000
 6.47510960698128E-0003  9.86715514981797E-0001  8.94374133457192E-0001  9.86715514981797E-0001  8.94374133457192E-0001  9.86715514981797E-0001  8.94374133457192E-0001
 6.87511637806892E-0003  1.62456183973949E+0000  9.13021181009446E-0001  1.62456183973949E+0000  9.13021181009446E-0001  1.62456183973949E+0000  9.13021181009446E-0001
 7.27512314915657E-0003 -3.39809304655509E-0001  1.32539537023031E+0000 -3.39809304655509E-0001  1.32539537023031E+0000 -3.39809304655509E-0001  1.32539537023031E+0000
 7.67512992024422E-0003  9.88112160830840E-0001  1.43430983522000E+0000  9.88112160830840E-0001  1.43430983522000E+0000  9.88112160830840E-0001  1.43430983522000E+0000
 8.27514007687569E-0003 -1.07619338909826E-0002  2.57218959769642E+0000 -1.07619338909826E-0002  2.57218959769642E+0000 -1.07619338909826E-0002  2.57218959769642E+0000
 9.07515361905098E-0003  2.97433943219546E+0000  6.29048971999399E-0001  2.97433943219546E+0000  6.29048971999399E-0001  2.97433943219546E+0000  6.29048971999399E-0001
 9.87516716122627E-0003  2.30556084641992E+0000  7.69243193067386E-0001  2.30556084641992E+0000  7.69243193067386E-0001  2.30556084641992E+0000  7.69243193067386E-0001
 1.06751807034015E-0002  3.24989998762225E-0001  1.24225317363388E+0000  3.24989998762225E-0001  1.24225317363388E+0000  3.24989998762225E-0001  1.24225317363388E+0000
 1.14751942455768E-0002  1.64125255080553E+0000  8.41081558920807E-0001  1.64125255080553E+0000  8.41081558920807E-0001  1.64125255080553E+0000  8.41081558920807E-0001
 1.22752077877521E-0002  1.63713288254812E+0000  1.40629510060619E+0000  1.63713288254812E+0000  1.40629510060619E+0000  1.63713288254812E+0000  1.40629510060619E+0000
 1.30752213299274E-0002  2.60814772119482E+0000  7.03221825624943E-0001  2.60814772119482E+0000  7.03221825624943E-0001  2.60814772119482E+0000  7.03221825624943E-0001
 1.38752348721027E-0002  6.58018632431119E-0001  1.62029376516831E+0000  6.58018632431119E-0001  1.62029376516831E+0000  6.58018632431119E-0001  1.62029376516831E+0000
 1.46752484142780E-0002 -3.37574387357117E-0001  2.68480617134874E+0000 -3.37574387357117E-0001  2.68480617134874E+0000 -3.37574387357117E-0001  2.68480617134874E+0000
 1.54752619564533E-0002 -3.37574295217379E-0001  2.68480572179464E+0000 -3.37574295217379E-0001  2.68480572179464E+0000 -3.37574295217379E-0001  2.68480572179464E+0000
 1.66752822697163E-0002  6.54842514424689E-0001  2.21491376867143E+0000  6.54842514424689E-0001  2.21491376867143E+0000  6.54842514424689E-0001  2.21491376867143E+0000
 1.82753093540668E-0002  1.14558775156523E+0000  3.40463961578710E+0000  1.14558775156523E+0000  3.40463961578710E+0000  1.14558775156523E+0000  3.40463961578710E+0000
 1.98753364384174E-0002  6.53377357185078E-0001  2.57449605705735E+0000  6.53377357185078E-0001  2.57449605705735E+0000  6.53377357185078E-0001  2.57449605705735E+0000
 2.14753635227680E-0002  3.20104578466725E-0001  3.98778916965032E+0000  3.20104578466725E-0001  3.98778916965032E+0000  3.20104578466725E-0001  3.98778916965032E+0000
 2.30753906071186E-0002  9.82182515348337E-0001  4.39222053061716E+0000  9.82182515348337E-0001  4.39222053061716E+0000  9.82182515348337E-0001  4.39222053061716E+0000
 2.46754176914692E-0002  8.17832991444519E-0001  1.78772822437193E+0000  8.17832991444519E-0001  1.78772822437193E+0000  8.17832991444519E-0001  1.78772822437193E+0000
